timestamp,value-0,value-1,is_anomaly
0,12.402832674449735,12.386459550578452,0
1,12.432029760714677,12.33990056126222,0
2,12.44174460855283,12.436484010020111,0
3,12.466692292281191,12.444903381456113,0
4,12.3954987239965,12.416108473574925,0
5,12.369143680470607,12.402835183552126,0
6,12.374887719201277,12.4181930386911,0
7,12.435243277893562,12.402621515012008,0
8,12.368491651287327,12.426372346128263,0
9,12.372602363038768,12.402414770134703,0
10,12.363785784938527,12.377877695720576,0
11,12.343854465645432,12.39488944471561,0
12,12.406829817848934,12.392195946961396,0
13,12.33244160395115,12.38484252312192,0
14,12.459922343297357,12.343033965815671,0
15,12.36054863123314,12.399523307786582,0
16,12.460525855911674,12.341886024504028,0
17,12.40540340281076,12.348867522726483,0
18,12.469308342730677,12.426341065949352,0
19,12.375517482387655,12.40053571064914,0
20,12.401619023533188,12.396981107318485,0
21,12.374688938526676,12.39849864766712,0
22,12.432287711205198,12.341823280157945,0
23,12.420717002283043,12.3794414614555,0
24,12.418880938810876,12.387386024821351,0
25,12.45106009313883,12.37614239987136,0
26,12.316715448665944,12.470399509861966,0
27,18.300620891778,12.432933806050801,0
28,18.287083708195425,12.442367542184563,0
29,18.322731234229316,12.394707814562764,0
30,18.187531347583207,12.473460034278716,0
31,18.150361349171654,12.316636336896796,0
32,18.226102636053486,12.359871086103608,0
33,18.17421198932925,12.418281142285911,0
34,18.034203708806835,12.409489728293986,0
35,18.115882840802282,12.464650610603384,0
36,18.010138718252445,12.355627178358986,0
37,18.01447003718744,12.369175973556608,0
38,17.880150772646783,12.390110111780949,0
39,17.946781209962197,12.366964145851227,0
40,17.84014244390791,12.42987102238044,0
41,17.878405364895467,12.454249621074968,0
42,17.770137644619876,12.48697181697356,0
43,17.68246956616436,12.406200526836608,0
44,17.70198620706975,12.465426473395231,0
45,17.71354412807957,12.414873116516796,0
46,17.610338351898726,12.342084299014095,0
47,17.64422878520788,12.425497832771445,0
48,17.642818377861516,12.43465344597916,0
49,17.501934514464867,12.455854121809528,0
50,17.54051102881268,12.356051989498797,0
51,17.441769298682143,12.425013767487362,0
52,17.41639918888681,12.423275894602359,0
53,17.43848257715984,12.367961081653773,0
54,17.42892228204941,12.282978807396953,0
55,17.33746301933753,12.363739848434758,0
56,17.224853009447394,12.328852580617202,0
57,17.193419490927038,12.268488004395508,0
58,17.174104140831282,12.343102750398629,0
59,17.14870227918274,12.257367819620416,0
60,17.07647186155025,12.29819272178048,0
61,17.114149912557878,12.323833353518504,0
62,16.979174118622698,12.266905383003127,0
63,17.102093679729357,12.31979418251676,0
64,16.905412460792203,12.346280789869628,0
65,16.94069742616287,12.33541613238466,0
66,16.890290636613063,12.288899883311064,0
67,16.787056375103774,12.333225288323742,0
68,16.850841779183753,12.328988424142233,0
69,16.717344781405945,12.281356146826607,0
70,16.778365182520066,12.163056191387696,0
71,16.72466728235963,12.29960853072822,0
72,16.658923972554422,12.357633784338129,0
73,16.59274137946478,12.201982069315068,0
74,16.609650011894814,12.243243604532028,0
75,16.585523399490498,12.250455717747908,0
76,16.428628947901718,12.26508801753602,0
77,16.336888823426357,12.262906169792098,0
78,16.482101219918423,12.189913037245681,0
79,16.430688130386052,12.201728728619354,0
80,16.456288567363284,12.194153266540665,0
81,16.429854630913947,12.176139242119454,0
82,16.310037407968547,12.198664031764315,0
83,16.241647370840763,12.140316145612966,0
84,16.171938832808394,12.244672325815252,0
85,16.138764155532602,12.158359874972236,0
86,16.21516745046868,12.113994775392444,0
87,16.096144059705928,12.168794364309615,0
88,16.01993109975276,12.117621120011854,0
89,15.961231515509994,12.194575720362488,0
90,15.971321223782073,12.189248958675252,0
91,16.053920139471284,12.129106020566997,0
92,15.888842977450283,12.184500113404738,0
93,15.903937072448535,12.197515612468706,0
94,15.79711732163036,12.118759772943212,0
95,15.82130073880698,12.179543078794723,0
96,15.75687605313101,12.226550738518307,0
97,15.741075001965358,12.141680491277164,0
98,15.731823369481054,12.140677471264006,0
99,15.771907339937316,12.149966127058,0
100,15.618766966146046,12.101260372501702,0
101,15.554923961508571,12.152887100370911,0
102,15.555583155665458,12.161065185480599,0
103,15.528618765222287,12.152811217715211,0
104,15.554251832280121,12.111331619924943,0
105,15.403749852202544,12.024169576272152,0
106,15.396503177434091,11.991523978418146,0
107,15.326361293123853,12.106137792848502,0
108,15.319829874745398,12.053120212750365,0
109,15.214575566661075,12.100453116943362,0
110,15.286861367375641,12.184787261305743,0
111,15.224342818956606,12.042613044389284,0
112,15.075899574853484,12.09792830645588,0
113,15.145907193968233,12.081512779002718,0
114,15.035049237012345,12.079333069031335,0
115,15.05426262605232,12.06344596004054,0
116,15.051069639401785,12.006765199562926,0
117,15.053037301522954,12.099781219216736,0
118,15.037554953023378,12.02939767619538,0
119,14.895392566999831,12.181445274136847,0
120,14.889734401796261,11.922937788697219,0
121,14.840520556405364,11.989782476639775,0
122,14.716454548321337,12.092163317986904,0
123,14.700190759917495,12.082814192965115,0
124,14.73689331675119,12.056841448263699,0
125,14.590441733859674,12.012625489202431,0
126,14.669640226832643,11.983656000398334,0
127,14.558959588137629,11.990952047338888,0
128,14.615603302873959,11.976428583169739,0
129,14.431579255880168,11.981685881494087,0
130,14.62329836753802,11.98481611443288,0
131,14.528858916258788,11.915283419832571,0
132,14.422834009253833,12.030317177473654,0
133,14.375985410133461,11.998393886852606,0
134,14.44289581148856,11.93729548639033,0
135,14.280366817700147,11.979679410310435,0
136,14.321780142515596,11.953379100169922,0
137,14.234062401912789,12.021687445030578,0
138,14.202424504159477,11.959146558242637,0
139,14.157425051966115,11.985059609749298,0
140,14.100081591676403,11.899863107425386,0
141,14.16172047384193,11.853851057118192,0
142,14.031714834936238,11.924687333596793,0
143,13.939586352409531,12.026019103027025,0
144,14.052005685584401,11.834981059053721,0
145,13.859512385603615,11.98342228889594,0
146,13.99212261156767,11.95819567697891,0
147,13.859649778152084,11.909150722790265,0
148,13.867976883882132,11.973009306573154,0
149,13.801241568240183,11.931368808672579,0
150,13.669350782712328,11.905455367242954,0
151,13.697659081329869,11.867860943916002,0
152,13.757434978224998,11.83171622977125,0
153,13.656634806640986,11.762730968460284,0
154,13.609565746387899,11.902009265242198,0
155,13.492559274098102,11.831925605751797,0
156,13.559287933925317,11.838099532041305,0
157,13.470250083579169,11.850939128618919,0
158,13.433082284289593,11.949350884776772,0
159,13.505223536086998,11.826802087296207,0
160,13.358479071725082,11.883588533868878,0
161,13.253939936621059,11.856651305221478,0
162,13.266072798934706,11.790100020150382,0
163,13.173569106294318,11.868277949643055,0
164,13.192650722464911,11.791943634362728,0
165,13.115951528074074,11.853838585666262,0
166,13.09270276554486,11.846946867994303,0
167,13.111405196187537,11.827623651852061,0
168,13.022264381451006,11.842004491736166,0
169,13.03348867863383,11.830918549315426,0
170,13.014947901939896,11.784462813855681,0
171,12.967003479732384,11.847643149059373,0
172,12.95037973925666,11.71779592854122,0
173,12.858680543427308,11.794036696238702,0
174,12.725156398681401,11.794041491952397,0
175,12.801507462733033,11.727195054690531,0
176,12.786632331992589,11.783814164806499,0
177,12.7098842582704,11.789622464795421,0
178,12.66716256884111,11.700748527386036,0
179,12.63333271345065,11.687085875835129,0
180,12.542543482760617,11.726216125096155,0
181,12.596016886286069,11.743109058985159,0
182,12.577165572091621,11.793459834807848,0
183,12.57775113143447,11.740157551455107,0
184,12.435332621134432,11.755791982145455,0
185,12.464319421903657,11.64650576767282,0
186,12.366572644668954,11.766877128412997,0
187,12.464990471541388,11.67712019490689,0
188,12.436911270814702,11.707471498423441,0
189,12.459304300971363,11.682191559896319,0
190,12.382195788258915,11.719069894908188,0
191,12.326882092956442,11.719420759493136,0
192,12.354069193684634,11.701949227634552,0
193,12.423577940266998,11.660703569685912,0
194,12.42607103439435,11.632439341120007,0
195,12.337284276093506,11.79596867449023,0
196,12.464694964696399,11.642269292785356,0
197,12.45059305304297,11.738800166261244,0
198,12.371628010878903,11.752144799368942,0
199,12.475600038689368,11.658684196887293,0
200,12.3512513130529,11.617579326927432,0
201,12.464116366532291,11.676335656921735,0
202,12.37083004594196,11.613796095465354,0
203,12.34878028373516,12.431369492598355,0
204,12.346390419996531,12.36265552501176,0
205,12.467300352902264,12.383183119373609,0
