timestamp,value-0,value-1,is_anomaly
0,12.406632870921516,12.442867014939614,0.0
1,12.461052330268707,12.455370593000259,0.0
2,12.363066900302185,12.408716496513907,0.0
3,12.423411774712626,12.494064933390197,0.0
4,12.374954404911401,12.412518120032694,0.0
5,12.338944749415061,12.504161569054837,0.0
6,12.336337167907788,12.366803125940002,0.0
7,12.410271120779628,12.330730226042633,0.0
8,12.26283126542798,12.431771092294298,0.0
9,12.347057365859136,12.411894645691293,0.0
10,12.379856991379619,12.426056667311116,0.0
11,12.315841698122673,12.45195398368916,0.0
12,12.420747743325709,12.285671987284106,0.0
13,12.404116690665884,12.42788646288906,0.0
14,12.47752171554581,12.48418508127647,0.0
15,12.387751886444967,12.455528136696115,0.0
16,12.299469994064417,12.435833676562687,0.0
17,12.560761721087685,12.384341080856698,0.0
18,12.354587964440151,12.44036783698287,0.0
19,12.283193909276914,12.410218140358136,0.0
20,12.365315506976911,12.445212453025691,0.0
21,12.315151250946087,12.499859942973474,0.0
22,12.335936916458238,12.455188586114208,0.0
23,12.310308735738449,12.390749760149266,0.0
24,12.374849403016537,12.297598087128627,0.0
25,12.517466478422662,12.422788073897312,0.0
26,12.364296061318843,12.277860870125844,0.0
27,12.422420541162074,12.391211109239602,0.0
28,12.336408216974881,12.400746320795973,0.0
29,12.456415304566328,12.371668212618745,0.0
30,12.407600380001677,12.399456264263433,0.0
31,12.460350952365058,12.383824883905339,0.0
32,12.331785077320015,12.441752928507801,0.0
33,12.38222645035441,12.429910185617251,0.0
34,12.333534903697045,12.368244065267636,0.0
35,12.375163249405425,12.351936313926505,0.0
36,12.403878909361366,12.351101059421058,0.0
37,12.475234431108621,12.364956207202294,0.0
38,12.435132334665585,12.38723189321062,0.0
39,12.335358572675858,12.37671490786061,0.0
40,12.423091728784492,12.419247828852447,0.0
41,12.348761300552988,12.399940169807644,0.0
42,12.404043540150019,12.381581202991796,0.0
43,12.454068614030302,12.404749049241126,0.0
44,12.502217738811414,12.336654017497063,0.0
45,12.3729624568915,12.471635993714438,0.0
46,12.435634187141174,12.382587396694083,0.0
47,12.340777171262399,12.40755920710288,0.0
48,12.439209285445969,12.372389949357942,0.0
49,12.466755845370015,12.459968916264845,0.0
50,12.383272785059033,12.390006089708823,0.0
51,12.473496433525602,12.420745428828617,0.0
52,12.32659234628805,12.402696906277013,0.0
53,12.39703385391365,12.363466428614755,0.0
54,12.35548848494835,12.40961785800551,0.0
55,12.373538252797706,12.51971103959535,0.0
56,12.476330352591633,12.293560769971013,0.0
57,12.365415899068003,12.338462676300066,0.0
58,12.41614801070926,12.41689487315374,0.0
59,12.365734349773104,12.46258686596744,0.0
60,12.402093581061937,12.334720226059417,0.0
61,12.432339837030545,12.46624473730095,0.0
62,12.404700761869593,12.363233670228084,0.0
63,12.42027483514483,12.41140157051118,0.0
64,12.334634769805508,12.432788401727333,0.0
65,12.377531297958349,12.335795150892219,0.0
66,12.304336661117796,12.429809058350974,0.0
67,12.346708181563093,12.392614821260944,0.0
68,12.396795077426182,12.386101449359954,0.0
69,12.418582748666061,12.359181862386098,0.0
70,12.382020274645482,12.314860777148724,0.0
71,12.423365366849184,12.373185457048253,0.0
72,12.37964501468991,12.349178377208803,0.0
73,12.360627471418569,12.330255423232858,0.0
74,12.396242888579376,12.34561015470911,0.0
75,12.432379888894328,12.408359849647873,0.0
76,12.354807230787394,12.406284631457245,0.0
77,12.397485051083384,12.408747063929436,0.0
78,12.40722239980771,12.377804890347377,0.0
79,12.406606329107355,12.422789301280883,0.0
