time,value,anomaly
0,0.0998689878097138,0
1,0.4266807538271626,0
2,0.6067254892442279,0
3,1.026191870148394,0
4,1.3130920862948086,0
5,1.372578357388813,0
6,1.5169534615693163,0
7,1.4815720155216556,0
8,1.3575624360190817,0
9,1.1426748483692133,0
10,0.9141548426852296,0
11,0.6424146320629325,0
12,0.1156199250576989,0
13,-0.1108792944977536,0
14,-0.535039569267668,0
15,-0.848292557476434,0
16,-1.2410150300510123,0
17,-1.347105312815382,0
18,-1.362090600955289,0
19,-1.5780254590763032,1
20,-2.074914395492073,1
21,-2.3972448104454407,1
22,-2.506865396592991,1
23,-2.5437579613492405,1
24,-2.788757986741575,1
25,-2.874553334001912,1
26,-3.119528978065074,1
27,-3.1725197605654083,1
28,-3.4935229402044,1
29,-3.187517797882504,0
30,-3.093464014707787,0
31,-3.0441580834155038,0
32,-3.016616001724971,0
33,-3.178470072420521,0
34,-3.2460946547715563,0
35,-3.603696125618808,0
36,-3.9177974218540568,0
37,-4.337322574934959,0
38,-4.59376443056482,0
39,-5.107084541677109,0
40,-5.332160512096736,0
41,-5.682085256021674,0
42,-5.927698080681221,0
43,-6.010131167359383,0
44,-6.057384428312654,0
45,-5.942537097346018,0
46,-5.791927406707781,0
47,-5.503407913669541,0
48,-5.180244060928325,0
49,-4.884091350076807,0
50,-4.501942900261212,0
51,-4.105283103967423,0
52,-3.81786041919738,0
53,-3.420067339612471,0
54,-3.1703412563682773,0
55,-3.0581466657577083,0
56,-2.8233571324912523,0
57,-2.957759703593685,0
58,-3.1511798566405327,0
59,-3.371393669371985,0
60,-3.6357357907570975,0
61,-3.9854428384426,0
62,-4.227341263170303,0
63,-4.740335602631836,0
64,-5.058270992813289,0
65,-5.42137508451367,0
66,-5.577306149903065,0
67,-5.963632280890784,0
68,-6.0006183148297065,0
69,-6.006183019479549,0
70,-5.902633042860889,0
71,-5.731924170627643,0
72,-5.543004900817822,0
73,-5.1484500768401125,0
74,-4.849428297336401,0
75,-4.314926170767406,0
76,-4.240089280789957,0
77,-3.730824439121781,0
78,-3.5515642814205477,0
79,-3.293358773072395,0
80,-2.9245338812003405,0
81,-2.872098846232145,0
82,-3.165783034952803,0
83,-3.159467448733697,0
84,-3.349168724414657,0
85,-3.778200529697414,0
86,-3.951475459323391,0
87,-4.282499558372413,0
88,-4.671704964462607,0
89,-5.201766361757597,0
90,-5.298599760830014,0
91,-5.637429065915086,0
92,-5.861883980910959,0
93,-6.029972848149111,0
94,-5.94364316640342,0
95,-5.857714588081773,0
96,-5.8026488736656825,0
97,-5.52010158794882,0
98,-5.1606056144529004,0
99,-5.0196232397473945,0
100,-4.491189325422998,0
101,-4.270024435862046,0
102,-3.8465876837110975,1
103,-2.9379479835507367,1
104,-2.244335618974,1
105,-1.6034256019561983,1
106,-3.0251586963280337,1
107,-2.462953478230343,1
108,-2.0897471371945997,1
109,-1.9032753053048557,1
110,-1.5963515671988957,1
111,-1.4831237148343983,1
112,-1.131675729208247,1
113,-1.2434516057346094,1
114,-1.075648985827299,1
115,-0.9078440223050248,1
116,3.3113031681198137,0
117,3.153342233905801,0
118,3.0470478229141147,0
119,2.881567101271408,0
120,3.030431723440301,0
121,3.1344745458051197,0
122,3.5658947405709824,0
123,3.96226887000204,0
124,4.230707586467883,0
125,4.525967483651343,0
126,4.949723538789844,0
127,5.235141281179057,0
128,5.651074405728906,0
129,5.816583608915531,0
130,5.909338776159625,0
131,5.912323753059873,0
132,5.925433680775896,0
133,5.880777867815954,0
134,5.5638321656083285,0
135,5.365043393208749,0
136,5.152681302273827,0
137,4.690198078667191,0
138,4.460904080610245,0
139,4.056350591023101,0
140,3.5967499155374973,0
141,3.2422818428533624,0
142,3.1391563219087626,0
143,2.990510073397065,0
144,3.031291388804993,0
145,3.194495823618179,0
146,3.1492753091051515,0
147,3.444024745092859,0
148,3.802295735062293,0
149,4.212088157233861,0
150,4.538303580854837,0
151,4.90410715383684,0
152,5.323471717905022,0
153,5.5638343076866565,0
154,5.748716574413761,0
155,5.930881160704431,0
156,5.94400973411237,0
157,6.014430738908121,0
158,5.927928109369539,0
159,5.4323001063340985,0
160,5.47303904221504,0
161,5.047947774795816,0
162,4.722566484276367,0
163,4.361678200532889,1
164,4.275680421300788,1
165,4.52862742320152,1
166,4.819247548675975,1
167,5.08340511347841,1
168,5.547132082463975,1
169,5.964341663172249,1
170,6.445084885770703,1
171,7.279430410184371,1
172,8.055689044157969,1
173,8.319695928326388,0
174,8.573505211490687,0
175,8.980435539108445,0
176,9.414166935719477,0
177,9.767870439919871,0
178,10.102335244289897,0
179,10.244409937698777,0
180,10.320018735806164,0
181,10.446119084545904,0
182,10.513472236791348,0
183,10.413038658982972,0
184,10.322648587075424,0
185,9.89046648495329,0
186,9.570532918046888,0
187,9.174702438648035,0
188,8.78157043507986,0
189,8.506446310251155,0
190,8.144832942596572,0
191,7.828684174407204,0
192,7.561782117504055,0
193,7.517338886768705,0
194,7.473636243459612,0
195,7.6675532554354895,0
196,7.80454256761012,0
197,7.896506039186164,0
198,8.364907116477736,0
199,8.584066908256133,0
