time,value,anomaly
0,0.0998689878097138,0
1,0.4266807538271626,0
2,0.6067254892442279,0
3,1.026191870148394,0
4,1.3130920862948086,0
5,1.372578357388813,0
6,1.5169534615693163,0
7,1.4815720155216556,0
8,1.3575624360190817,0
9,1.1426748483692133,0
10,0.9141548426852296,0
11,0.6424146320629325,0
12,0.1156199250576989,0
13,-0.1108792944977536,0
14,-0.535039569267668,0
15,-0.848292557476434,0
16,-1.2410150300510123,0
17,-1.347105312815382,0
18,-1.362090600955289,0
19,-1.5780254590763032,0
20,-1.5749143954920737,0
21,-1.397244810445441,0
22,-1.006865396592991,0
23,-0.5437579613492407,0
24,-0.288757986741575,0
25,0.125446665998088,0
26,0.3804710219349256,0
27,0.8274802394345917,0
28,1.0064770597956003,0
29,1.3124822021174958,0
30,1.406535985292213,0
31,1.4558419165844965,0
32,1.4833839982750292,0
33,1.3215299275794783,0
34,1.2539053452284437,0
35,0.8963038743811921,0
36,0.582202578145943,0
37,0.162677425065041,0
38,-0.0937644305648207,0
39,-0.607084541677109,0
40,-0.8321605120967357,0
41,-1.182085256021674,0
42,-1.427698080681221,0
43,-1.5101311673593822,0
44,-1.5573844283126537,0
45,-1.4425370973460183,0
46,-1.2919274067077804,0
47,-1.003407913669541,0
48,-0.680244060928325,0
49,-0.3840913500768073,0
50,-0.001942900261212,0
51,0.394716896032577,0
52,0.6821395808026206,0
53,1.0799326603875288,0
54,1.3296587436317224,0
55,1.441853334242292,0
56,1.6766428675087477,0
57,1.542240296406315,0
58,1.348820143359467,0
59,1.1286063306280152,0
60,0.8642642092429016,0
61,0.5145571615573997,0
62,0.272658736829697,0
63,-0.2403356026318356,0
64,-0.558270992813289,0
65,-0.9213750845136706,0
66,-1.0773061499030654,0
67,-1.463632280890784,0
68,-1.5006183148297068,0
69,-1.506183019479549,0
70,-1.4026330428608889,0
71,-1.2319241706276425,0
72,-1.0430049008178224,0
73,-0.6484500768401122,0
74,-0.3494282973364011,0
75,0.1850738292325941,0
76,0.259910719210043,0
77,0.7691755608782187,0
78,0.9484357185794524,0
79,1.2066412269276048,0
80,1.5754661187996597,0
81,1.6279011537678552,0
82,1.334216965047197,0
83,1.3405325512663029,0
84,1.1508312755853431,0
85,0.7217994703025861,0
86,0.5485245406766086,0
87,0.217500441627587,0
88,-0.1717049644626063,0
89,-0.701766361757597,0
90,-0.7985997608300142,0
91,-1.137429065915086,0
92,-1.3618839809109595,0
93,-1.529972848149111,0
94,-1.4436431664034195,0
95,-1.357714588081773,0
96,-1.3026488736656825,0
97,-1.0201015879488196,0
98,-0.6606056144529007,0
99,-0.5196232397473944,0
100,0.0088106745770017,0
101,0.2299755641379537,0
102,0.6534123162889016,1
103,0.5620520164492633,1
104,0.2556643810260006,1
105,-0.1034256019561981,1
106,-0.5251586963280335,1
107,-0.9629534782303428,1
108,-1.5897471371945993,1
109,-2.4032753053048554,1
110,-3.096351567198896,1
111,-3.9831237148343983,1
112,-4.131675729208247,0
113,-4.7434516057346094,0
114,-5.075648985827299,0
115,-5.407844022305024,0
116,-5.688696831880186,0
117,-5.846657766094199,0
118,-5.952952177085885,0
119,-6.118432898728592,0
120,-5.9695682765596985,0
121,-5.865525454194881,0
122,-5.4341052594290185,0
123,-5.03773112999796,0
124,-4.769292413532118,0
125,-4.474032516348657,0
126,-4.0502764612101565,0
127,-3.764858718820943,0
128,-3.348925594271093,0
129,-3.183416391084469,0
130,-3.0906612238403746,0
131,-3.087676246940126,0
132,-3.074566319224105,0
133,-3.119222132184046,0
134,-3.4361678343916706,0
135,-3.634956606791251,0
136,-3.847318697726173,0
137,-4.30980192133281,0
138,-4.539095919389754,0
139,-4.9436494089769,0
140,-5.403250084462502,0
141,-5.757718157146638,0
142,-5.860843678091237,0
143,-6.009489926602935,0
144,-5.968708611195007,0
145,-5.805504176381821,0
146,-5.8507246908948485,0
147,-5.555975254907141,0
148,-5.197704264937707,0
149,-4.787911842766139,0
150,-4.461696419145163,0
151,-4.095892846163161,0
152,-3.676528282094978,0
153,-3.436165692313344,0
154,-3.2512834255862386,0
155,-3.069118839295569,0
156,-3.0559902658876297,0
157,-2.985569261091878,0
158,-3.072071890630461,0
159,-3.567699893665901,0
160,-3.52696095778496,0
161,-3.952052225204183,0
162,-4.277433515723633,0
163,-4.638321799467111,1
164,-4.724319578699213,1
165,-4.47137257679848,1
166,-4.180752451324025,1
167,-3.916594886521589,1
168,-3.4528679175360253,1
169,-3.035658336827751,1
170,-2.554915114229298,1
171,-1.720569589815628,1
172,-0.9443109558420306,1
173,-0.6803040716736124,0
174,-0.426494788509312,0
175,-0.019564460891555,0
176,0.414166935719475,0
177,0.7678704399198706,0
178,1.102335244289896,0
179,1.2444099376987765,0
180,1.3200187358061657,0
181,1.446119084545904,0
182,1.5134722367913476,0
183,1.413038658982973,0
184,1.322648587075424,0
185,0.89046648495329,0
186,0.5705329180468857,0
187,0.1747024386480351,0
188,-0.2184295649201395,0
189,-0.493553689748845,0
190,-0.8551670574034276,0
191,-1.1713158255927951,0
192,-1.4382178824959446,0
193,-1.482661113231294,0
194,-1.5263637565403876,0
195,-1.33244674456451,0
196,-1.1954574323898806,0
197,-1.103493960813835,0
198,-0.6350928835222631,0
199,-0.4159330917438657,0
