time,value,anomaly
0,-0.1312324104791023,0
1,0.3987358609968449,0
2,0.8091081963448463,0
3,1.007887956153929,0
4,1.340090947274365,0
5,1.4651511875473089,0
6,1.5136285678340122,0
7,1.393177626300411,0
8,1.3430283913872911,0
9,1.1748949724841875,0
10,0.8473258545260131,0
11,0.5848240906362334,0
12,0.1442302215722563,0
13,-0.126736319970023,0
14,-0.5017327685987929,0
15,-0.8895087141930071,1
16,-0.6956158924275773,1
17,-0.2800106273140286,1
18,-0.0062910477958642,1
19,0.4190860388884352,1
20,1.194838850107914,1
21,1.8491284998354829,1
22,2.4542884056659764,1
23,3.21418680847858,1
24,4.140804071045014,1
25,4.5702811650831725,0
26,4.927859856534893,0
27,5.324747220538473,0
28,5.502352804452862,0
29,5.770667589367131,0
30,5.943264745084378,0
31,5.888798818000507,0
32,5.91670445317345,0
33,5.918474629525475,0
34,5.7120532212787465,0
35,5.34748185887861,0
36,5.141408499129201,0
37,4.561203588367685,0
38,4.210270220988944,0
39,3.855380582429362,0
40,3.577489184435856,0
41,3.2941172555753093,0
42,3.1433080135431384,0
43,2.9805987187461045,0
44,3.100441012964241,0
45,2.943433053783274,0
46,3.159759854312255,0
47,3.49999242259452,0
48,3.656351101135765,0
49,4.237268709248629,0
50,4.410898680201173,0
51,4.8318038662321205,0
52,5.152127049036715,0
53,5.4647257315655935,0
54,5.7746566483405495,0
55,5.964670493729655,0
56,5.932373041654122,0
57,6.067141106797557,0
58,5.851269735255224,0
59,5.589040003068805,0
60,5.315542999227482,0
61,5.05358475023862,0
62,4.705838196990728,0
63,4.313016290800689,0
64,3.825148466019421,0
65,3.540006380733092,0
66,3.390208051962881,0
67,3.1979748123002576,1
68,3.603588231861951,1
69,3.895545611528173,1
70,4.435326103043266,1
71,5.260965103709527,1
72,5.948296055978006,1
73,6.7256781404906985,1
74,7.779560736365589,1
75,8.458696419106404,1
76,9.429318830521796,1
77,9.624606085721512,0
78,10.070363659077604,0
79,10.183652656303352,0
80,10.478343884709584,0
81,10.548556847602788,0
82,10.355929311374654,0
83,10.42511363780903,0
84,10.214181544112911,0
85,9.913795343733462,0
86,9.56035222826936,0
87,9.190121122958187,0
88,8.768588212794217,0
89,8.357854331033437,0
90,7.990375721130924,0
91,7.87191743261934,0
92,7.783502428323134,0
93,7.498301372644294,0
94,7.640355113494508,0
95,7.573641533109612,0
96,7.727806351817632,0
97,7.973476160656037,0
98,8.263493430530147,0
99,8.440428804111011,0
100,8.872151159567931,0
101,9.28781525523523,0
102,9.499631850598757,0
103,10.02931945475345,0
104,10.247825238223664,0
105,10.392821541816858,0
106,7.815914599418694,1
107,7.964176153754406,1
108,8.689276636529819,1
109,9.656760398586924,1
110,10.437074439874806,1
111,10.410680999227132,1
112,9.57915860978333,1
113,8.501269271062217,1
114,7.722918347357365,1
115,7.536277178944028,1
116,7.963192956218058,0
117,7.694763720689712,0
118,7.379713031341376,0
119,7.492849808958343,0
120,7.457869023715824,0
121,7.887011659383138,0
122,7.868404390235474,0
123,8.195081589999443,0
124,8.609061704054117,0
125,8.89281998261638,0
126,9.444210188985178,0
127,9.721175692205392,0
128,10.093915486825036,0
129,10.323468872241788,0
130,10.314255745861493,0
131,10.407498644383011,0
132,10.570650570072962,0
133,10.428661250655171,0
134,10.064475804365609,0
135,9.869882990885577,0
136,9.439117942007185,0
137,9.196091160156948,0
138,8.868029323785978,0
139,8.480038903662678,0
140,8.012193902497351,0
141,7.796173141610519,0
142,7.701231394075746,0
143,7.493710055180803,0
144,7.658569394953584,0
145,7.547667899393584,0
146,7.687260908870741,0
147,8.03041811456147,0
148,8.291838278234177,0
149,8.60083074945379,0
150,9.172399045553522,0
151,9.360644114299234,0
152,9.757602963779366,0
153,10.047069701790369,0
154,10.242504559719166,0
155,10.340504154451985,0
156,10.62481189175146,0
157,10.419269568338851,0
158,10.439267077423432,0
159,10.138556032670689,0
160,9.881010478691802,0
161,9.511446978396474,0
162,9.24447951442335,0
163,8.69129223244057,0
164,8.593557840730533,0
165,8.009764413137315,0
166,7.853998769987765,0
167,7.713961486150543,0
168,7.375429970122777,0
169,7.496994363337534,0
170,7.595993935341378,0
171,7.607140614620592,0
172,7.989858651815378,0
173,8.226000358703885,0
174,8.6175000804742,0
175,9.149270523731566,0
176,9.412259666086344,0
177,9.721404605945764,0
178,9.995634433704986,0
179,10.164604167996035,0
180,10.388002532590074,0
181,10.480835583642165,0
182,10.50510939262468,0
183,10.27518735887161,0
184,10.248537955552951,0
185,9.864406527556673,0
186,9.499355464046886,0
187,9.143646716265064,0
188,8.867274787329908,0
189,8.480503214911602,0
190,8.25152164047429,0
191,7.882710714249286,0
192,7.73054894502208,0
193,7.682397541325733,0
194,7.468765755916541,0
195,7.622103195101373,0
196,7.720399495163118,0
197,8.049474166850807,0
198,8.232370760483764,0
199,8.745177673576658,0
200,9.0453317653942,0
201,9.305007549436237,0
202,9.767032256354604,0
203,9.994040827719166,0
204,10.274125071225722,0
205,10.524710786441045,0
206,10.60111022849805,0
207,10.343276540043052,0
208,10.37886888521608,0
209,10.130338456667957,0
210,9.921230563400536,0
211,9.52411411274593,0
212,9.22378177265278,0
213,8.704767949985825,0
214,8.478391160346222,0
215,8.056201092105367,0
216,7.875989431974136,0
217,7.63079561892572,0
218,7.619650280446712,0
219,7.627725130662891,0
220,7.523769896937829,0
221,7.993400147882929,0
222,8.002537237552364,0
223,8.301912890320661,0
224,8.603614139710077,0
225,8.89315083084903,0
226,9.326169416846696,0
227,9.714380856458511,0
228,10.098292615992428,0
229,10.192739689979806,0
230,10.344492985221557,0
231,10.478938936426008,0
232,10.42879733815628,0
233,10.283529686590356,0
234,10.16238710924559,0
235,9.836470925701924,0
236,9.636603488000707,0
237,9.257528847756472,0
238,8.641813375052074,0
239,8.421700373142986,0
240,8.10602021636058,0
241,7.935473680113681,0
242,7.595745378446347,0
243,7.505948638315247,0
244,7.589019215246142,0
245,7.660412898612902,0
246,7.786171949648963,0
247,7.876886480310896,0
248,8.391542571438254,0
249,8.613467920429041,0
250,8.971788947428813,0
251,9.407561021546911,0
252,9.831787120707908,0
253,10.044933675483692,0
254,10.263666887958234,0
255,10.488949751685618,0
256,10.669492802799075,0
257,10.402960692863626,0
258,10.365627272089691,0
259,10.346227266647045,0
260,9.911947759595614,0
261,9.410824249978036,0
262,9.28380875273631,0
263,8.77858102986804,0
264,8.352539318053564,0
265,8.165984709175945,0
266,7.821847460504388,0
267,7.612587677181181,0
268,7.486321091896043,0
269,7.564694237482579,0
270,7.575304618302859,0
271,7.847323321373555,0
272,8.000900177407507,0
273,8.24132207668477,0
274,8.705140124979327,0
275,9.082415698992522,0
276,9.213066552704207,0
277,9.77957083600772,0
278,10.00543209363383,0
279,10.302522744098386,0
280,10.461684826057937,0
281,10.700215238694852,0
282,10.62486233484777,0
283,10.41329583506702,0
284,10.1115417201576,0
285,9.820671016595444,0
286,9.538919564201173,0
287,9.226028412994676,0
288,8.79199178733575,0
289,8.383608519323147,0
290,8.235270735827976,0
291,7.762278470989183,0
292,7.699612608663397,0
293,7.4366111261968655,0
294,7.516187693219221,0
295,7.507735412437363,0
296,7.742328745966972,0
297,7.901316715938368,0
298,8.136285890176822,0
299,8.640640873814244,0
300,8.958863078979356,0
301,9.369087208014363,0
302,9.960634800449732,0
303,10.276885922712848,0
304,10.386744787979202,0
305,10.502551991764358,0
306,10.635379333111583,0
307,10.448220103957262,0
308,10.394646865359348,0
309,10.074932908383646,0
310,9.92494793293444,0
311,9.558676192672571,0
312,9.216784013975085,0
313,8.91210495648307,0
314,8.573197510119076,0
315,8.094846541693105,0
316,7.853496583025213,0
317,7.758839104012889,0
318,7.518477435647174,0
319,7.578214724149197,0
320,7.639990609119238,0
321,7.74015684604,0
322,7.873835983911459,0
323,8.295248337241562,0
324,8.716714778761727,0
325,8.965136807229616,0
326,9.287784377400357,0
327,9.741267608018624,0
328,10.053122619972884,0
329,10.256586134649528,0
330,10.387161384831575,0
331,10.453173392707912,0
332,10.403737336250424,0
333,10.387121810169752,0
334,10.05407677499388,0
335,9.753309149454887,0
336,9.564081723754118,0
337,9.347936355008628,0
338,9.016100170393536,0
339,8.299848367367108,0
340,8.158808090485625,0
341,7.884968124343743,0
342,7.715040261131763,0
343,7.620598583976724,0
344,7.486450115074994,0
345,7.554494972523748,0
346,7.734260897202609,0
347,8.009200969778362,0
348,8.130596922429197,0
349,8.58462881987964,0
350,8.912757313336467,0
351,9.37144664767476,0
352,9.747460887348668,0
353,9.999333440184513,0
354,10.331027543770896,0
355,10.408089976977678,0
356,10.608830074937458,0
357,10.443476522817264,0
358,10.38163105062279,0
359,10.10669880012809,0
360,9.880243672091268,0
361,9.626657452727306,0
362,9.17828010842042,0
363,8.799187869076977,0
364,8.507095277758395,0
365,8.200208314602445,0
366,7.813848891042266,0
367,7.68299271656608,0
368,7.366720524408077,0
369,7.5226906590650895,0
370,7.478085876645207,0
371,7.803190620244236,0
372,7.828323376837297,0
373,8.27918563939274,0
374,8.535938303801835,0
375,9.0141102717792,0
376,9.330115038306728,0
377,9.928514358510704,0
378,10.036192207344286,0
379,9.085150606810457,1
380,8.093523831200567,1
381,7.560486619333221,1
382,7.693719238170057,1
383,8.605855802827374,1
384,9.6743209206123,1
385,10.341832807511825,1
386,10.270108088653384,1
387,9.564886810988492,1
388,8.443335810502047,1
389,8.503234713529963,0
390,8.10670848744869,0
391,7.8377759625833665,0
392,7.617577658411735,0
393,7.516321920460786,0
394,7.509918139230145,0
395,7.58764413495574,0
396,7.579857717551672,0
397,8.031963296970503,0
398,8.259895646728964,0
399,8.538134312196942,0
